titulo,link,data_publicacao,fonte,sim_tecnologia,sim_grupo,sim_impacto,relevante_semantico
Você sabe o que é preconceito algorítmico? Especialistas apontam possíveis razões e soluções para o problema,https://www.ifsudestemg.edu.br/noticias/juizdefora/2022/02/voce-sabe-o-que-e-preconceito-algoritmico-especialistas-apontam-possiveis-razoes-e-solucoes-para-o-problema,30 de mar. de 2022,IF Sudeste MG,0.55347556,0.22900058,0.5016792,True
Avaliar e punir: motoristas e passageiros relatam racismo na Uber,https://www.intercept.com.br/2022/08/10/motoristas-e-passageiros-negros-da-uber-relatam-expulsoes-notas-baixas-xingamentos-e-assedios/,10 de ago. de 2022,Intercept Brasil,0.21143547,0.4427359,0.5420995,True
‘Tire Meu Rosto da Sua Mira’: reconhecimento facial pode ser mais uma ferramenta de violação de direitos,https://almapreta.com.br/sessao/cotidiano/tire-meu-rosto-da-sua-mira-reconhecimento-facial-pode-ser-mais-um-ferramenta-de-violacao-de-direitos/,24 de nov. de 2022,Alma Preta Jornalismo,0.7364395,0.3980236,0.47059506,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,4 de fev. de 2022,ResearchGate,0.5564277,0.37348968,0.5509242,True
Vulnerabilidade digital e discriminação algorítmica - parte 5,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/vulnerabilidade-digital-e-discriminacao-algoritmica-parte-5,4 de abr. de 2022,JOTA Info,0.47834647,0.37532702,0.43717957,True
"Artigo | A tecnologia de reconhecimento facial em Recife, capital da “Democracia Racial”",https://www.brasildefato.com.br/2022/06/20/artigo-a-tecnologia-de-reconhecimento-facial-em-recife-capital-da-democracia-racial/,20 de jun. de 2022,Brasil de Fato,0.70367503,0.4891501,0.436117,True
‘As big techs devem responder pelo racismo algorítmico’,https://www.nexojornal.com.br/entrevista/2022/03/26/as-big-techs-devem-responder-pelo-racismo-algoritmico,26 de mar. de 2022,Nexo Jornal,0.38502026,0.4006011,0.5463332,True
O que é racismo algorítmico e por que ele precisa ser discutido na escola?,https://www.fundacaotelefonicavivo.org.br/noticias/o-que-e-racismo-algoritmico-e-por-que-falar-dele-na-escola/,18 de nov. de 2022,Fundação Telefônica Vivo,0.45688367,0.43297383,0.60167253,True
Racismo digital: como as máquinas reproduzem comportamentos humanos,"https://www.em.com.br/app/noticia/diversidade/2022/03/15/noticia-diversidade,1352795/racismo-digital-como-as-maquinas-reproduzem-comportamentos-humanos.shtml",15 de mar. de 2022,Estado de Minas,0.39986175,0.43039486,0.5135826,True
“Smart Sampa”: entenda a polêmica do edital de monitoramento facial em São Paulo,https://olhardigital.com.br/2022/11/30/pro/smart-sampa-entenda-a-polemica-do-edital-de-monitoramento-facial-em-sao-paulo/,30 de nov. de 2022,Olhar Digital,0.6221138,0.46613038,0.3775018,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1,0.50274855,0.37615743,0.5214069,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,16 de jun. de 2023,Summit Mobilidade,0.55980885,0.4986353,0.6146075,True
Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros,https://revistaafirmativa.com.br/reconhecimento-facial-prisoes-no-carnaval-reacendem-o-debate-de-uma-tecnologia-com-altas-taxas-de-erros/,3 de mar. de 2023,Revista Afirmativa,0.5978866,0.35117367,0.46430945,True
Reconhecimento facial está presente em todos os estados do Brasil,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/reconhecimento-facial-esta-presente-em-todos-os-estados-do-brasil,31 de ago. de 2023,Agência Brasil,0.7565599,0.5451819,0.20095208,True
SP: Câmera de identificação facial é vetada por risco de prática racista [18/05/2023],https://noticias.uol.com.br/politica/ultimas-noticias/2023/05/18/tribunal-suspense-cameras-reconhecimento-facial-sp.htm,18 de mai. de 2023,UOL Notícias,0.7349801,0.59459555,0.5861006,True
STJ absolve homem negro que foi condenado com base só em reconhecimento facial,https://www.jota.info/justica/stj-absolve-homem-negro-que-foi-condenado-com-base-so-em-reconhecimento-facial,11 de mai. de 2023,JOTA Info,0.3899682,0.47424838,0.463847,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato,0.52731097,0.5499244,0.49553466,True
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,9 de jul. de 2023,O Globo,0.4299139,0.5732776,0.5154389,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique,0.76551497,0.3308311,0.5152181,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique,0.76551497,0.3308311,0.515218,True
"Reconhecimento facial endossa preconceito algorítmico, afirmam especialistas",https://dplnews.com/reconhecimento-facial-endossa-preconceito-algoritmico-afirmam-especialistas/,30 de jun. de 2023,DPL News,0.76027274,0.3395511,0.4688998,True
A Inteligência Artificial é racista? Instituto lança campanha e alerta,https://desinformante.com.br/inteligencia-artificial-racista-campanha/,30 de out. de 2023,desinformante,0.6298483,0.42040253,0.5575348,True
Ativistas negros evangélicos buscam reconhecimento e lutam contra o racismo,https://jornal.usp.br/noticias/ativistas-negros-evangelicos-buscam-reconhecimento-e-lutam-contra-o-racismo/,6 de mar. de 2023,Jornal da USP,0.15009706,0.6786277,0.55962765,True
Colonialismo Digital: os avanços tecnológicos e racismo no algoritmo – Parte 2,https://www.brasildefato.com.br/colunista/ana-dindara/2023/01/30/colonialismo-digital-os-avancos-tecnologicos-e-racismo-no-algoritmo-parte-2/,30 de jan. de 2023,Brasil de Fato,0.40918028,0.41276693,0.4532299,True
Maior presença de negros no país reflete reconhecimento racial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-12/maior-presenca-de-negros-no-pais-reflete-reconhecimento-racial,24 de dez. de 2023,Agência Brasil,0.2808565,0.78099877,0.6943142,True
10 autores negros que todo professor precisa conhecer,https://porvir.org/10-autores-negros-que-todo-professor-precisa-conhecer/,22 de mar. de 2023,PORVIR - Inovações em Educação,0.1569736,0.6603602,0.51376104,True
Movimento Negro Unificado (MNU) - História e legado,https://www.politize.com.br/movimento-negro-unificado/,14 de jan. de 2023,Politize!,0.23315196,0.8261517,0.58740294,True
Feia x bonita: como o racismo algorítmico impacta imagem de mulheres negras na internet,https://www.jb.com.br/brasil/2023/07/1045052-feia-x-bonita-como-o-racismo-algoritmico-impacta-imagem-de-mulheres-negras-na-internet.html,26 de jul. de 2023,Jornal do Brasil,0.3662976,0.54732627,0.5656853,True
Erro em reconhecimento facial constrange psicóloga em conferência,https://defensoria.rj.def.br/noticia/detalhes/29955-Erro-em-reconhecimento-facial-constrange-psicologa-em-conferencia,12 de jul. de 2024,Defensoria Pública do Rio de Janeiro,0.6803211,0.33397114,0.4152112,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,28 de abr. de 2024,UOL Notícias,0.7058284,0.5435897,0.59551936,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,23 de abr. de 2024,Metrópoles,0.66761065,0.68122125,0.49731314,True
"Reconhecimento facial têm alto índice de erro e viés racista e transfóbico, dizem especialistas",https://ponte.org/reconhecimento-facial-tem-alto-indice-de-erro-e-vies-racista-e-transfobico-dizem-especialistas/,6 de nov. de 2024,Ponte Jornalismo,0.633865,0.45306548,0.46530092,True
O racismo agravado pelo uso de câmeras e IA na segurança pública,https://www.cartacapital.com.br/opiniao/o-racismo-agravado-pelo-uso-de-cameras-e-ia-na-seguranca-publica/,30 de jul. de 2024,CartaCapital,0.3652002,0.44558817,0.5306459,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico,0.6343305,0.469314,0.5942879,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1,0.62236524,0.50021255,0.44346413,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,13 de jun. de 2024,Diplomatique,0.37954032,0.52860713,0.6293113,True
Reconhecimento facial nos estádios é aderido por mais da metade da Série A do Brasileirão,https://www.estadao.com.br/esportes/futebol/reconhecimento-facial-nos-estadios-e-aderido-por-mais-da-metade-da-serie-a-do-brasileirao/,3 de mai. de 2024,Estadão,0.7218543,0.5093674,0.26708275,True
Livro discute racismo em algoritmos e ferramentas de redes sociais,https://almapreta.com.br/sessao/agenda/livro-discute-racismo-em-algoritmos-e-ferramentas-de-redes-sociais/,10 de abr. de 2024,Alma Preta Jornalismo,0.39838505,0.4850083,0.61370885,True
Especialistas alertam para o risco de racismo no uso de reconhecimento facial durante o carnaval,https://marcozero.org/especialistas-alertam-para-o-risco-de-racismo-no-uso-de-reconhecimento-facial-durante-o-carnaval/,1 de fev. de 2024,Marco Zero Conteúdo,0.6471821,0.4657126,0.4641776,True
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos/,29 de ago. de 2024,Exame,0.5333557,0.28381783,0.65715665,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM em audiência na Alerj",https://www.brasildefato.com.br/2024/09/03/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-em-audiencia-na-alerj/,3 de set. de 2024,Brasil de Fato,0.68965185,0.31957585,0.5385624,True
Jovens negros carregam traumas de reconhecimento fotográfico injusto,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-09/jovens-negros-carregam-traumas-de-reconhecimento-fotografico-injusto,28 de set. de 2024,Agência Brasil,0.4641828,0.5937208,0.47940868,True
Análise de candidatos a cotas do Vestibular evolui com tecnologia de identificação facial,https://jornal.unicamp.br/noticias/2024/02/05/analise-de-candidatos-a-cotas-do-vestibular-evolui-com-tecnologia-de-identificacao-facial/,5 de fev. de 2024,Jornal da Unicamp,0.8026656,0.400059,0.2762112,True
Você sabia que IAs podem ser racistas? Entenda como acontece a discriminação por algoritmos,https://epocanegocios.globo.com/inteligencia-artificial/noticia/2024/03/voce-sabia-que-ias-podem-ser-racistas-entenda-como-acontece-a-discriminacao-por-algoritmos.ghtml,21 de mar. de 2024,Época Negócios,0.51352435,0.2921563,0.49227822,True
Erros em série expõem fragilidade do reconhecimento facial como ferramenta de combate ao crime,https://www.cartacapital.com.br/tecnologia/erros-em-serie-expoem-fragilidade-do-reconhecimento-facial-como-ferramenta-de-combate-ao-crime/,19 de abr. de 2024,CartaCapital,0.6103359,0.2723658,0.47618926,True
Mulher é confundida com foragida por sistema facial da PM: 'Racismo',https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/07/11/reconhecimento-facial-confunde-servidora-publica-com-foragida.htm,11 de jul. de 2024,UOL Notícias,0.57907724,0.3618373,0.4060746,True
O 'chicote tecnológico' da identificação facial é cruel com o negro,https://oglobo.globo.com/opiniao/artigos/coluna/2024/04/o-chicote-tecnologico-da-identificacao-facial-e-cruel-com-o-negro.ghtml,30 de abr. de 2024,O Globo,0.68719393,0.62376106,0.517982,True
Viés algorítmico e discriminação: Como os algoritmos de IA podem perpetuar e amplificar vieses sociais,https://www.migalhas.com.br/depeso/415125/vies-algoritmico-e-discriminacao-ia-pode-amplificar-vieses-sociais,12 de set. de 2024,Migalhas,0.62827206,0.33612478,0.44420463,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM em audiência na Alerj",https://www.brasildefato.com.br/2024/09/03/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-em-audiencia-na-alerj/,3 de set. de 2024,Brasil de Fato,0.68965185,0.3195758,0.5385624,True
Rogério Carvalho critica reconhecimento facial da SSP após mais um jovem negro ser confundido com criminoso,https://horanews.net/rogerio-carvalho-critica-reconhecimento-facial-da-ssp-apos-mais-um-jovem-negro-ser-confundido-com-criminoso/,15 de abr. de 2024,Hora News – Sergipe,0.637285,0.44575834,0.37422478,True
Racismo tecnológico: a discriminação hi-tech e ampliada,https://www.correiobraziliense.com.br/opiniao/2024/03/6827508-racismo-tecnologico-a-discriminacao-hi-tech-e-ampliada.html,30 de mar. de 2024,Correio Braziliense,0.28166944,0.5036465,0.7087177,True
Inconformidade do reconhecimento facial no contexto das garantias de direitos,https://www.conjur.com.br/2024-out-16/inconformidade-do-reconhecimento-facial-no-contexto-das-garantias-de-direitos/,16 de out. de 2024,Consultor Jurídico,0.7718471,0.3686896,0.44258058,True
Como o racismo algorítmico afeta as crianças?,https://lunetas.com.br/como-o-racismo-algoritmico-afeta-as-criancas/,27 de mai. de 2024,Portal Lunetas,0.39497325,0.43448555,0.56672037,True
"‘Medo, frustrado e constrangido', diz homem detido por engano em estádio após erro do sistema de reconhecimento facial",https://g1.globo.com/fantastico/noticia/2024/04/21/medo-frustrado-e-constrangido-diz-homem-detido-por-engano-em-estadio-apos-erro-do-sistema-de-reconhecimento-facial.ghtml,21 de abr. de 2024,G1,0.41905048,0.1877946,0.4279702,True
Finalmente lançaram um app de reconhecimento facial que não é racista,https://www.vice.com/pt/article/finalmente-lancaram-um-app-de-reconhecimento-facial-que-nao-e-racista/,8 de jun. de 2018,VICE,0.718187,0.45281896,0.38106388,True
Google conserta seu algoritmo “racista” apagando os gorilas,https://brasil.elpais.com/brasil/2018/01/14/tecnologia/1515955554_803955.html,16 de jan. de 2018,El País Brasil,0.32818824,0.40661943,0.5140517,True
"Softwares de reconhecimento facial funcionam bem, mas apenas para homens brancos",https://oglobo.globo.com/economia/softwares-de-reconhecimento-facial-funcionam-bem-mas-apenas-para-homens-brancos-22411486,19 de fev. de 2018,O Globo,0.58170086,0.41290432,0.39729452,True
Preconceito das máquinas: como algoritmos podem ser racistas e machistas,https://www.uol.com.br/tilt/noticias/redacao/2018/04/24/preconceito-das-maquinas-como-algoritmos-tomam-decisoes-discriminatorias.htm,24 de abr. de 2018,UOL,0.57199156,0.31860194,0.43213266,True
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,27 de nov. de 2019,Brasil de Fato,0.5058036,0.6176588,0.46994635,True
"Exclusivo: levantamento revela que 90,5% dos presos por monitoramento facial no Brasil são negros",https://www.intercept.com.br/2019/11/21/presos-monitoramento-facial-brasil-negros/,21 de nov. de 2019,Intercept Brasil,0.4452616,0.57366,0.4822036,True
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,10 de out. de 2019,Olhar Digital,0.55976677,0.4502834,0.53291035,True
Entenda o racismo por trás dos filtros do FaceApp e de outras tecnologias,https://ndmais.com.br/tecnologia/entenda-o-racismo-por-tras-dos-filtros-do-faceapp-e-de-outras-tecnologias/,19 de jul. de 2019,ND Mais,0.5385467,0.51258576,0.620131,True
Algoritmos reproduzem machismo e racismo por se basearem em práticas discriminatórias dos humanos,https://oglobo.globo.com/economia/algoritmos-reproduzem-machismo-racismo-por-se-basearem-em-praticas-discriminatorias-dos-humanos-24085081,17 de nov. de 2019,O Globo,0.48475105,0.3695531,0.54920757,True
Combate a racismo exige reconhecimento de privilégios da branquitude,https://www1.folha.uol.com.br/ilustrissima/2019/12/combate-a-racismo-exige-reconhecimento-de-privilegios-da-branquitude.shtml,15 de dez. de 2019,UOL,0.23844095,0.62938607,0.75270724,True
"Racismo velado? Além de envelhecer, FaceApp embranquece rostos negros",https://vermelho.org.br/2019/08/04/racismo-velado-alem-de-envelhecer-faceapp-embranquece-rostos-negros/,4 de ago. de 2019,Vermelho,0.6737648,0.7064254,0.6066948,True
Artigo | O racismo que estrutura as tecnologias digitais de informação e comunicação,https://www.brasildefato.com.br/2019/12/03/artigo-or-o-racismo-que-estrutura-as-tecnologias-digitais-de-informacao-e-comunicacao/,3 de dez. de 2019,Brasil de Fato,0.36500984,0.4951954,0.57943916,True
“Racismo algorítmico”: pesquisador mostra como os algoritmos podem discriminar,https://www.rfi.fr/br/brasil/20190806-racismo-algoritmico-pesquisador-mostra-como-os-algoritmos-podem-discriminar,6 de ago. de 2019,RFI,0.6706103,0.23322809,0.4356443,True
"Além de envelhecer, FaceApp embranquece rostos negros","https://www.estadao.com.br/infograficos/link,alem-de-envelhecer-faceapp-embranquece-rostos-negros,1018384",2 de ago. de 2019,Estadão,0.7216171,0.6625914,0.3590376,True
PretaLab: Mulheres negras na tecnologia,https://projetocolabora.com.br/ods5/pretalab-mulheres-negras-na-tecnologia/,8 de ago. de 2019,#Colabora - Jornalismo Sustentável,0.2823655,0.646454,0.5088706,True
