titulo,link,data_publicacao,fonte,sim_tecnologia,sim_grupo,sim_impacto,relevante_semantico
Mulheres negras debatem avanços e desafios no combate ao racismo 20 anos após Durban,https://brasil.un.org/pt-br/152259-mulheres-negras-debatem-avan%C3%A7os-e-desafios-no-combate-ao-racismo-20-anos-ap%C3%B3s-durban,19 de out. de 2021,As Nações Unidas no Brasil,0.13118342,0.6302751,0.6007485,True
Racismo algorítmico: impactos da cor no ambiente virtual,https://projetocolabora.com.br/ods10/racismo-algoritmico/,23 de fev. de 2021,#Colabora - Jornalismo Sustentável,0.36587548,0.43546528,0.5832374,True
Discriminação algorítmica: por que algoritmos preocupam quando acertam e erram?,https://www.jota.info/opiniao-e-analise/colunas/constituicao-empresa-e-mercado/discriminacao-algoritmica-por-que-algoritmos-preocupam-quando-acertam-e-erram,4 de ago. de 2021,JOTA Info,0.59321034,0.17788208,0.4660005,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,2 de jan. de 2021,Revista Piauí,0.5735622,0.45421392,0.60719687,True
"Liberdade de expressão não dá direito a discriminação, diz especialista",https://exame.com/brasil/liberdade-de-expressao-nao-da-direito-a-discriminacao-diz-especialista/,8 de out. de 2021,Exame,0.10754652,0.2927123,0.5745498,False
Walmart deixa de lacrar cosméticos voltados para público negro nos EUA,https://www.cnnbrasil.com.br/internacional/walmart-deixa-de-lacrar-produtos-voltados-para-publico-negro-nos-eua/,23 de jun. de 2021,CNN Brasil,0.23958996,0.40505862,0.29089743,False
Efeito de algoritmos racistas pode ser mais devastador do que você imagina,https://www.uol.com.br/tilt/reportagens-especiais/como-os-algoritmos-espalham-racismo/,26 de jan. de 2021,UOL,0.3637181,0.40909883,0.5569167,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,13 de dez. de 2022,CNTE-CUT,0.68918544,0.575423,0.65813124,True
Reconhecimento Facial: Entenda o impacto da Inteligência Artificial na vida da população negra,https://exame.com/esg/reconhecimento-facial-entenda-o-impacto-da-inteligencia-artificial-na-vida-da-populacao-negra/,4 de out. de 2022,Exame,0.7005348,0.5520756,0.4354558,True
Racismo algorítmico: Tecnologias de reconhecimento facial se tornam um pesadelo para pessoas negras,https://www.moneytimes.com.br/racismo-algoritmico-tecnologias-de-reconhecimento-facial-se-tornam-um-pesadelo-para-pessoas-negras/,28 de jan. de 2022,Money Times,0.66257596,0.61359805,0.60707664,True
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,21 de mar. de 2022,Brasil de Fato,0.5714905,0.49490318,0.514346,True
"Entenda o racismo algorítmico, que também atinge negros fora das redes",https://www1.folha.uol.com.br/tec/2022/10/entenda-o-racismo-algoritmico-que-tambem-atinge-negros-fora-das-redes.shtml,14 de out. de 2022,Folha de S.Paulo,0.35340372,0.6125432,0.7088921,True
Ação questiona uso de reconhecimento facial no metrô de SP,https://www.migalhas.com.br/quentes/360681/acao-questiona-uso-de-reconhecimento-facial-no-metro-de-sp,3 de mar. de 2022,Migalhas,0.77383816,0.3194533,0.28665543,False
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,12 de jan. de 2022,Agência Brasil,0.42064923,0.5957612,0.55624425,True
Justiça suspende sistema de reconhecimento facial no Metrô de SP,https://idec.org.br/noticia/justica-determina-suspensao-de-sistema-de-reconhecimento-facial-no-metro-de-sp,23 de mar. de 2022,Idec - Instituto de Defesa de Consumidores,0.5746696,0.2797548,0.24562715,False
A polêmica sobre as câmeras de reconhecimento facial,https://mobilidade.estadao.com.br/inovacao/a-polemica-sobre-as-cameras-de-reconhecimento-facial/,7 de dez. de 2022,Estadão Mobilidade,0.7483752,0.37064618,0.32563767,False
Prefeitura de Vitória da Conquista reforça compromisso com a luta contra a discriminação racial,https://www.pmvc.ba.gov.br/prefeitura-de-vitoria-da-conquista-reforca-compromisso-com-a-luta-contra-a-discriminacao-racial/,21 de mar. de 2022,Prefeitura Municipal de Vitória da Conquista - PMVC,0.15780522,0.6469969,0.6616287,True
A influência do racismo estrutural no uso do reconhecimento fotográfico como meio de prova,https://www.conjur.com.br/2022-jan-14/limite-penal-racismo-estrutural-reconhecimento-fotografico-meio-prova/,14 de jan. de 2022,Consultor Jurídico,0.48988608,0.47572064,0.562116,True
Você sabe o que é preconceito algorítmico? Especialistas apontam possíveis razões e soluções para o problema,https://www.ifsudestemg.edu.br/noticias/juizdefora/2022/02/voce-sabe-o-que-e-preconceito-algoritmico-especialistas-apontam-possiveis-razoes-e-solucoes-para-o-problema,30 de mar. de 2022,IF Sudeste MG,0.55347556,0.22900058,0.5016792,True
Avaliar e punir: motoristas e passageiros relatam racismo na Uber,https://www.intercept.com.br/2022/08/10/motoristas-e-passageiros-negros-da-uber-relatam-expulsoes-notas-baixas-xingamentos-e-assedios/,10 de ago. de 2022,Intercept Brasil,0.21143547,0.4427359,0.5420995,True
‘Tire Meu Rosto da Sua Mira’: reconhecimento facial pode ser mais uma ferramenta de violação de direitos,https://almapreta.com.br/sessao/cotidiano/tire-meu-rosto-da-sua-mira-reconhecimento-facial-pode-ser-mais-um-ferramenta-de-violacao-de-direitos/,24 de nov. de 2022,Alma Preta Jornalismo,0.7364395,0.3980236,0.47059506,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,4 de fev. de 2022,ResearchGate,0.5564277,0.37348968,0.5509242,True
Vulnerabilidade digital e discriminação algorítmica - parte 5,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/vulnerabilidade-digital-e-discriminacao-algoritmica-parte-5,4 de abr. de 2022,JOTA Info,0.47834647,0.37532702,0.43717957,True
"Artigo | A tecnologia de reconhecimento facial em Recife, capital da “Democracia Racial”",https://www.brasildefato.com.br/2022/06/20/artigo-a-tecnologia-de-reconhecimento-facial-em-recife-capital-da-democracia-racial/,20 de jun. de 2022,Brasil de Fato,0.70367503,0.4891501,0.436117,True
Reprovados por robôs: o risco da inteligência artificial no RH,https://www.intercept.com.br/2022/11/24/como-plataformas-de-inteligencia-artificial-podem-discriminar-mulheres-idosos-e-faculdades-populares-em-processos-seletivos/,24 de nov. de 2022,Intercept Brasil,0.72747874,0.21306227,0.24404243,False
TJ mantém proibição de câmeras de reconhecimento facial no Metrô de SP,https://agenciabrasil.ebc.com.br/geral/noticia/2022-04/tj-mantem-proibicao-de-cameras-de-reconhecimento-facial-no-metro-de-sp,18 de abr. de 2022,Agência Brasil,0.42099607,0.23087078,0.23372543,False
"Sob pressão dos movimentos sociais, Prefeitura licita 108 relógios com câmeras de reconhecimento facial",https://marcozero.org/sob-pressao-dos-movimentos-sociais-prefeitura-licita-108-relogios-com-cameras-de-reconhecimento-facial/,19 de jun. de 2022,Marco Zero Conteúdo,0.38635537,0.25582987,0.1794565,False
‘As big techs devem responder pelo racismo algorítmico’,https://www.nexojornal.com.br/entrevista/2022/03/26/as-big-techs-devem-responder-pelo-racismo-algoritmico,26 de mar. de 2022,Nexo Jornal,0.38502026,0.4006011,0.5463332,True
O que é racismo algorítmico e por que ele precisa ser discutido na escola?,https://www.fundacaotelefonicavivo.org.br/noticias/o-que-e-racismo-algoritmico-e-por-que-falar-dele-na-escola/,18 de nov. de 2022,Fundação Telefônica Vivo,0.45688367,0.43297383,0.60167253,True
Google lança nova escala de 10 tons de pele para avaliar inteligência artificial,https://www.cnnbrasil.com.br/tecnologia/google-lanca-nova-escala-de-10-tons-de-pele-para-avaliar-inteligencia-artificial/,11 de mai. de 2022,CNN Brasil,0.45758414,0.21855357,0.078722775,False
Relembre casos em que inocentes foram presos por engano pela polícia no Rio,https://oglobo.globo.com/rio/relembre-casos-em-que-inocentes-foram-presos-por-engano-pela-policia-no-rio-2-25386459,9 de fev. de 2022,O Globo,0.15611343,0.3747431,0.6352446,False
Racismo digital: como as máquinas reproduzem comportamentos humanos,"https://www.em.com.br/app/noticia/diversidade/2022/03/15/noticia-diversidade,1352795/racismo-digital-como-as-maquinas-reproduzem-comportamentos-humanos.shtml",15 de mar. de 2022,Estado de Minas,0.39986175,0.43039486,0.5135826,True
Metrô de SP vai começar a usar reconhecimento facial na linha 3,https://www1.folha.uol.com.br/cotidiano/2022/11/metro-de-sp-vai-comecar-a-usar-reconhecimento-facial-na-linha-3.shtml,21 de nov. de 2022,Folha de S.Paulo,0.64183784,0.25553334,0.17955929,False
“Smart Sampa”: entenda a polêmica do edital de monitoramento facial em São Paulo,https://olhardigital.com.br/2022/11/30/pro/smart-sampa-entenda-a-polemica-do-edital-de-monitoramento-facial-em-sao-paulo/,30 de nov. de 2022,Olhar Digital,0.6221138,0.46613038,0.3775018,True
Metrô de SP inaugura polêmico sistema IA de reconhecimento facial,https://gizmodo.uol.com.br/metro-de-sp-inaugura-polemico-sistema-ia-de-reconhecimento-facial/,22 de nov. de 2022,UOL,0.6860546,0.25932097,0.18032674,False
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1,0.50274855,0.37615743,0.5214069,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,16 de jun. de 2023,Summit Mobilidade,0.55980885,0.4986353,0.6146075,True
Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros,https://revistaafirmativa.com.br/reconhecimento-facial-prisoes-no-carnaval-reacendem-o-debate-de-uma-tecnologia-com-altas-taxas-de-erros/,3 de mar. de 2023,Revista Afirmativa,0.5978866,0.35117367,0.46430945,True
Reconhecimento facial está presente em todos os estados do Brasil,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/reconhecimento-facial-esta-presente-em-todos-os-estados-do-brasil,31 de ago. de 2023,Agência Brasil,0.7565599,0.5451819,0.20095208,True
SP: Câmera de identificação facial é vetada por risco de prática racista [18/05/2023],https://noticias.uol.com.br/politica/ultimas-noticias/2023/05/18/tribunal-suspense-cameras-reconhecimento-facial-sp.htm,18 de mai. de 2023,UOL Notícias,0.7349801,0.59459555,0.5861006,True
STJ absolve homem negro que foi condenado com base só em reconhecimento facial,https://www.jota.info/justica/stj-absolve-homem-negro-que-foi-condenado-com-base-so-em-reconhecimento-facial,11 de mai. de 2023,JOTA Info,0.3899682,0.47424838,0.463847,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato,0.52731097,0.5499244,0.49553466,True
Juiz suspende compra de câmeras com reconhecimento facial em SP,https://www.migalhas.com.br/quentes/386804/juiz-suspende-compra-de-cameras-com-reconhecimento-facial-em-sp,19 de mai. de 2023,Migalhas,0.42786077,0.22300488,0.21023302,False
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,9 de jul. de 2023,O Globo,0.4299139,0.5732776,0.5154389,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique,0.76551497,0.3308311,0.5152181,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique,0.76551497,0.3308311,0.515218,True
Tecnologia de Reconhecimento Facial e Segurança Pública nas Capitai...,https://journals.openedition.org/cs/8111,2 de fev. de 2023,OpenEdition Journals,0.6648688,0.36070436,0.39996785,False
"Reconhecimento facial endossa preconceito algorítmico, afirmam especialistas",https://dplnews.com/reconhecimento-facial-endossa-preconceito-algoritmico-afirmam-especialistas/,30 de jun. de 2023,DPL News,0.76027274,0.3395511,0.4688998,True
Os desafios para regulamentar o uso da inteligência artificial,https://revistapesquisa.fapesp.br/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial/,1 de set. de 2023,Revista Pesquisa Fapesp,0.7871872,0.22677119,0.32214725,False
A Inteligência Artificial é racista? Instituto lança campanha e alerta,https://desinformante.com.br/inteligencia-artificial-racista-campanha/,30 de out. de 2023,desinformante,0.6298483,0.42040253,0.5575348,True
SP: câmeras vão guardar dados de localização e reconhecimento facial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-05/sp-cameras-vao-guardar-dados-de-localizacao-e-reconhecimento-facial,17 de mai. de 2023,Agência Brasil,0.64177364,0.28418747,0.25289494,False
Ativistas negros evangélicos buscam reconhecimento e lutam contra o racismo,https://jornal.usp.br/noticias/ativistas-negros-evangelicos-buscam-reconhecimento-e-lutam-contra-o-racismo/,6 de mar. de 2023,Jornal da USP,0.15009706,0.6786277,0.55962765,True
Colonialismo Digital: os avanços tecnológicos e racismo no algoritmo – Parte 2,https://www.brasildefato.com.br/colunista/ana-dindara/2023/01/30/colonialismo-digital-os-avancos-tecnologicos-e-racismo-no-algoritmo-parte-2/,30 de jan. de 2023,Brasil de Fato,0.40918028,0.41276693,0.4532299,True
Maior presença de negros no país reflete reconhecimento racial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-12/maior-presenca-de-negros-no-pais-reflete-reconhecimento-racial,24 de dez. de 2023,Agência Brasil,0.2808565,0.78099877,0.6943142,True
Reconhecimento facial em escolas pode ameaçar privacidade,https://agenciabrasil.ebc.com.br/geral/noticia/2023-03/reconhecimento-facial-em-escolas-pode-ameacar-privacidade,20 de mar. de 2023,Agência Brasil,0.6098973,0.30284765,0.34424934,False
10 autores negros que todo professor precisa conhecer,https://porvir.org/10-autores-negros-que-todo-professor-precisa-conhecer/,22 de mar. de 2023,PORVIR - Inovações em Educação,0.1569736,0.6603602,0.51376104,True
Não existe discriminação algorítmica no Judiciário brasileiro,https://www.migalhas.com.br/depeso/398549/nao-existe-discriminacao-algoritmica-no-judiciario-brasileiro,7 de dez. de 2023,Migalhas,0.26249686,0.44779265,0.39358005,False
Os desafios para regulamentar o uso da inteligência artificial,https://www.nexojornal.com.br/externo/2023/09/09/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial,9 de set. de 2023,Nexo Jornal,0.78718716,0.22677119,0.32214725,False
Movimento Negro Unificado (MNU) - História e legado,https://www.politize.com.br/movimento-negro-unificado/,14 de jan. de 2023,Politize!,0.23315196,0.8261517,0.58740294,True
'Me urinei de medo ao ser levada no camburão da PM por erro de IA',https://www.uol.com.br/tilt/noticias/redacao/2023/11/15/erro-camera-reconhecimento-facial.htm,15 de nov. de 2023,UOL,0.2814718,0.20936546,0.40632838,False
Feia x bonita: como o racismo algorítmico impacta imagem de mulheres negras na internet,https://www.jb.com.br/brasil/2023/07/1045052-feia-x-bonita-como-o-racismo-algoritmico-impacta-imagem-de-mulheres-negras-na-internet.html,26 de jul. de 2023,Jornal do Brasil,0.3662976,0.54732627,0.5656853,True
O devido respeito: reflexão sobre assédio sexual e preconceito contra a mulher,https://www.conjur.com.br/2023-abr-26/escritos-mulher-devido-respeito-reflexoes-assedio-preconceito/,26 de abr. de 2023,Consultor Jurídico,0.18737644,0.3246202,0.6275046,False
"No Reino Unido, uso de inteligência artificial pelo serviço público levanta questionamentos",https://www.rfi.fr/br/europa/20231025-no-reino-unido-uso-de-intelig%C3%AAncia-artificial-pelo-servi%C3%A7o-p%C3%BAblico-levanta-questionamentos,25 de out. de 2023,RFI,0.5628312,0.21213803,0.22911616,False
Erro em reconhecimento facial constrange psicóloga em conferência,https://defensoria.rj.def.br/noticia/detalhes/29955-Erro-em-reconhecimento-facial-constrange-psicologa-em-conferencia,12 de jul. de 2024,Defensoria Pública do Rio de Janeiro,0.6803211,0.33397114,0.4152112,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,28 de abr. de 2024,UOL Notícias,0.7058284,0.5435897,0.59551936,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,23 de abr. de 2024,Metrópoles,0.66761065,0.68122125,0.49731314,True
"Reconhecimento facial têm alto índice de erro e viés racista e transfóbico, dizem especialistas",https://ponte.org/reconhecimento-facial-tem-alto-indice-de-erro-e-vies-racista-e-transfobico-dizem-especialistas/,6 de nov. de 2024,Ponte Jornalismo,0.633865,0.45306548,0.46530092,True
O racismo agravado pelo uso de câmeras e IA na segurança pública,https://www.cartacapital.com.br/opiniao/o-racismo-agravado-pelo-uso-de-cameras-e-ia-na-seguranca-publica/,30 de jul. de 2024,CartaCapital,0.3652002,0.44558817,0.5306459,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico,0.6343305,0.469314,0.5942879,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1,0.62236524,0.50021255,0.44346413,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,13 de jun. de 2024,Diplomatique,0.37954032,0.52860713,0.6293113,True
